input_name	text	cl_id	cl_label
CD79-expressing B cells	CD79-expressing B cell	CL:0000236	B cell
CD79-expressing B cells	CD79-expressing B cell	CL:0000236	B cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ T cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
Lymphoid cell	lymphoid cell	CL:0000542	lymphocyte
Lymphoid cell	Lymphoid cell	CL:0000542	lymphocyte
NK cells	NK cell	CL:0000623	natural killer cell
NK cells	NK cell	CL:0000623	natural killer cell
T cell	T cell	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
T helper type 1 (Th1) cells	T helper type 1 (Th1) cell	CL:0000545	T-helper 1 cell
T helper type 1 (Th1) cells	T helper type 1 (Th1) cell	CL:0000545	T-helper 1 cell
Th1 effector cells	T helper type 1 effector cell	CL:0000545	T-helper 1 cell
Th1 effector cells	Th1 effector cell	CL:0000545	T-helper 1 cell
Treg	Treg	CL:0000815	regulatory T cell
Treg	Treg	CL:0000815	regulatory T cell
type 1 B cells	type 1 B cell	CL:0000819	B-1 B cell
type 1 B cells	type 1 B cell	CL:0000819	B-1 B cell
type 2 B cells	type 2 B cell	CL:0000822	B-2 B cell
type 2 B cells	type 2 B cell	CL:0000822	B-2 B cell
HSC	hepatic stellate cell	CL:0000632	hepatic stellate cell
HSC	HSC	CL:0000632	hepatic stellate cell
LSEC	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
LSEC	LSEC	CL:1000398	endothelial cell of hepatic sinusoid
cholangiocyte	cholangiocyte	CL:1000488	cholangiocyte
cholangiocyte	cholangiocyte	CL:1000488	cholangiocyte
cholangiocytes	cholangiocyte	CL:1000488	cholangiocyte
cholangiocytes	cholangiocyte	CL:1000488	cholangiocyte
liver sinusoidal endothelial cell	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
liver sinusoidal endothelial cell	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
CCR2 + monocyte	C–C chemokine receptor 2-positive monocyte	CL:0000576	monocyte
CCR2 + monocyte	CCR2 + monocyte	CL:0000576	monocyte
luminal cell	luminal cell	NO MATCH found	
luminal cell	luminal cell	NO MATCH found	
luminal cells	luminal cell	NO MATCH found	
luminal cells	luminal cell	NO MATCH found	
mammary epithelial cells	mammary epithelial cell	CL:0002327	mammary gland epithelial cell
mammary epithelial cells	mammary epithelial cell	CL:0002327	mammary gland epithelial cell
mammary stem cell	mammary gland stem cell	CL:0002451	mammary stem cell
mammary stem cell	mammary stem cell	CL:0002451	mammary stem cell
mammary stem cells	mammary gland stem cell	CL:0002451	mammary stem cell
mammary stem cells	mammary stem cell	CL:0002451	mammary stem cell
unipotent estrogen receptor-negative luminal progenitors	unipotent estrogen receptor-negative luminal progenitor	CL:0009116	progenitor cell of mammary luminal epithelium
unipotent estrogen receptor-negative luminal progenitors	unipotent estrogen receptor-negative luminal progenitor	CL:0009116	progenitor cell of mammary luminal epithelium
MEC	myoepithelial cell	CL:0000185	myoepithelial cell
MEC	MEC	CL:0000185	myoepithelial cell
MECs	myoepithelial cell	CL:0000185	myoepithelial cell
MECs	MEC	CL:0000185	myoepithelial cell
acinar	acinar cell	CL:0000622	acinar cell
acinar	acinar	CL:0000622	acinar cell
acinar and MECs	acinar and myoepithelial cell	NO MATCH found	
acinar and MECs	acinar and MEC	NO MATCH found	
acinar cells	acinar cell	CL:0000622	acinar cell
acinar cells	acinar cell	CL:0000622	acinar cell
basal cells	basal cell	CL:0000646	basal cell
basal cells	basal cell	CL:0000646	basal cell
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
EC	endothelial cell	CL:0000115	endothelial cell
EC	EC	CL:0000115	endothelial cell
ECs	endothelial cell	CL:0000115	endothelial cell
ECs	EC	CL:0000115	endothelial cell
SMC	smooth muscle cell	CL:0000192	smooth muscle cell
SMC	SMC	CL:0000192	smooth muscle cell
SMCs	smooth muscle cell	CL:0000192	smooth muscle cell
SMCs	SMC	CL:0000192	smooth muscle cell
mesothelial cell	mesothelial cell	CL:0000077	mesothelial cell
mesothelial cell	mesothelial cell	CL:0000077	mesothelial cell
mesothelial cells	mesothelial cell	CL:0000077	mesothelial cell
mesothelial cells	mesothelial cell	CL:0000077	mesothelial cell
ILCs	innate lymphoid cell	CL:0001065	innate lymphoid cell
ILCs	ILC	CL:0001065	innate lymphoid cell
DRG neurons	dorsal root ganglion neuron	CL:1001451	sensory neuron of dorsal root ganglion
DRG neurons	DRG neuron	CL:1001451	sensory neuron of dorsal root ganglion
EC	endothelial cell	CL:0000115	endothelial cell
EC	EC	CL:0000115	endothelial cell
DC	dendritic cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
MSG acinar, ductal, myoepithelial, and adipose cells	minor salivary gland acinar, ductal, myoepithelial, and adipose cell	CL:0009005	salivary gland cell
MSG acinar, ductal, myoepithelial, and adipose cells	MSG acinar, ductal, myoepithelial, and adipose cell	CL:0009005	salivary gland cell
alveolar type 1	alveolar type 1	CL:0002062	pulmonary alveolar type 1 cell
alveolar type 1	alveolar type 1	CL:0002062	pulmonary alveolar type 1 cell
alveolar type 2 cell	alveolar type 2 cell	CL:0002063	pulmonary alveolar type 2 cell
alveolar type 2 cell	alveolar type 2 cell	CL:0002063	pulmonary alveolar type 2 cell
Macrophages	Macrophage	CL:0000235	macrophage
T cells	T cell	CL:0000084	T cell
embryonic haematopoietic progenitors	embryonic haematopoietic progenitor	CL:0000837	hematopoietic multipotent progenitor cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
monocytes	monocyte	CL:0000576	monocyte
tissue macrophages	tissue macrophage	CL:0000864	tissue-resident macrophage
Endothelial Cell	Endothelial Cell	CL:0000115	endothelial cell
Endothelial Cell	Endothelial Cell	CL:0000115	endothelial cell
Epithelial Cell	Epithelial Cell	CL:0000066	epithelial cell
Epithelial Cell	Epithelial Cell	CL:0000066	epithelial cell
Fibroblast	Fibroblast	CL:0000057	fibroblast
Fibroblast	Fibroblast	CL:0000057	fibroblast
Granulosa Cell	Granulosa Cell	CL:0000501	granulosa cell
Granulosa Cell	Granulosa Cell	CL:0000501	granulosa cell
Leydig Cell	Leydig cell	CL:0000178	Leydig cell
Leydig Cell	Leydig cell	CL:0000178	Leydig cell
M1 Macrophage	M1 macrophage	CL:0000863	inflammatory macrophage
M1 Macrophage	M1 macrophage	CL:0000863	inflammatory macrophage
M2 Macrophage	M2 macrophage	CL:0000890	alternatively activated macrophage
M2 Macrophage	M2 macrophage	CL:0000890	alternatively activated macrophage
Memory T Cell	memory T cell	CL:0000813	memory T cell
Memory T Cell	memory T cell	CL:0000813	memory T cell
Mesenchymal Cell	Mesenchymal Cell	CL:0008019	mesenchymal cell
Mesenchymal Cell	Mesenchymal Cell	CL:0008019	mesenchymal cell
Naive B Cell	Naive B Cell	CL:0000788	naive B cell
Naive B Cell	Naive B Cell	CL:0000788	naive B cell
Natural Killer (NK) Cell	Natural Killer (NK) Cell	CL:0000623	natural killer cell
Natural Killer (NK) Cell	Natural Killer (NK) Cell	CL:0000623	natural killer cell
Natural Killer T (NKT) Cell	Natural Killer T (NKT) Cell	CL:0000814	mature NK T cell
Natural Killer T (NKT) Cell	Natural Killer T (NKT) Cell	CL:0000814	mature NK T cell
Neutrophil	Neutrophil	CL:0000775	neutrophil
Neutrophil	Neutrophil	CL:0000775	neutrophil
Plasma Cell	Plasma Cell	CL:0000786	plasma cell
Plasma Cell	Plasma Cell	CL:0000786	plasma cell
Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	CL:0000784	plasmacytoid dendritic cell
Plasmacytoid Dendritic Cell	Plasmacytoid Dendritic Cell	CL:0000784	plasmacytoid dendritic cell
Progenitor Cell	Progenitor Cell	CL:0011026	progenitor cell
Regulatory T (Treg) Cell	Regulatory T (Treg) Cell	CL:0000815	regulatory T cell
Regulatory T (Treg) Cell	Regulatory T (Treg) Cell	CL:0000815	regulatory T cell
T Helper Cell	T Helper Cell	CL:0000912	helper T cell
T Helper Cell	T Helper Cell	CL:0000912	helper T cell
CD4+ T helper (Th) cells	CD4+ T helper (Th) cell	CL:0000492	CD4-positive helper T cell
CD4+ T helper (Th) cells	CD4+ T helper (Th) cell	CL:0000492	CD4-positive helper T cell
CD4+ cells	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ cells	CD4+ cell	CL:0000624	CD4-positive, alpha-beta T cell
CD8+ cells	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ cells	CD8+ cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ cytotoxic T lymphocytes	CD8+ cytotoxic T lymphocyte	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
CD8+ cytotoxic T lymphocytes	CD8+ cytotoxic T lymphocyte	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
CTLs	CD8+ cytotoxic T lymphocyte	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
CTLs	CTL	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
T lymphocytes	T lymphocyte	CL:0000084	T cell
T lymphocytes	T lymphocyte	CL:0000084	T cell
keratinocyte	keratinocyte	CL:0000312	keratinocyte
keratinocyte	keratinocyte	CL:0000312	keratinocyte
astrocytes	astrocyte	CL:0000127	astrocyte
astrocytes	astrocyte	CL:0000127	astrocyte
microglia	microglial cell	CL:0000129	microglial cell
microglia	microglial cell	CL:0000129	microglial cell
microglial	microglial cell	CL:0000129	microglial cell
microglial	microglial	CL:0000129	microglial cell
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
Dendritic cells	Dendritic cell	CL:0000451	dendritic cell
Dendritic cells	Dendritic cell	CL:0000451	dendritic cell
Endothelial cells	Endothelial cell	CL:0000115	endothelial cell
Endothelial cells	Endothelial cell	CL:0000115	endothelial cell
Epithelial cells	Epithelial cell	CL:0000066	epithelial cell
Epithelial cells	Epithelial cell	CL:0000066	epithelial cell
Fibroblasts	Fibroblast	CL:0000057	fibroblast
Fibroblasts	Fibroblast	CL:0000057	fibroblast
M1 macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M1 macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
M2 macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
Monocytes	Monocyte	CL:0000576	monocyte
Monocytes	Monocyte	CL:0000576	monocyte
NK cells	natural killer cell	CL:0000623	natural killer cell
NK cells	NK cell	CL:0000623	natural killer cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
lymphocytes	B and T lymphocyte	CL:0000542	lymphocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
phagocyte	macrophage, dendritic cell, and neutrophil	CL:0000234	phagocyte
phagocyte	phagocyte	CL:0000234	phagocyte
phagocytes	macrophage, dendritic cell, and neutrophil	CL:0000234	phagocyte
phagocytes	phagocyte	CL:0000234	phagocyte
professional phagocytes	macrophage, dendritic cell, and neutrophil	CL:0000234	phagocyte
professional phagocytes	professional phagocyte	CL:0000234	phagocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
BECs	blood endothelial cell	CL:0000071	blood vessel endothelial cell
BECs	BEC	CL:0000071	blood vessel endothelial cell
FDC	follicular dendritic cell	CL:0000442	follicular dendritic cell
FDC	FDC	CL:0000442	follicular dendritic cell
FRCs	fibroblast reticular cell	CL:0009101	fibroblastic reticular cell
FRCs	FRC	CL:0009101	fibroblastic reticular cell
GP38+ FRCs	GP38+ fibroblast reticular cell	CL:0009101	fibroblastic reticular cell
GP38+ FRCs	GP38+ FRC	CL:0009101	fibroblastic reticular cell
LECs	lymphatic endothelial cell	CL:0002138	endothelial cell of lymphatic vessel
LECs	LEC	CL:0002138	endothelial cell of lymphatic vessel
blood endothelial cells	blood endothelial cell	CL:0000071	blood vessel endothelial cell
blood endothelial cells	blood endothelial cell	CL:0000071	blood vessel endothelial cell
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
lymphatic endothelial cells	lymphatic endothelial cell	CL:0002138	endothelial cell of lymphatic vessel
lymphatic endothelial cells	lymphatic endothelial cell	CL:0002138	endothelial cell of lymphatic vessel
myofibroblasts	myofibroblast	CL:0000186	myofibroblast cell
myofibroblasts	myofibroblast	CL:0000186	myofibroblast cell
DCs	dendritic cell	CL:0000451	dendritic cell
DCs	DC	CL:0000451	dendritic cell
microglia	microglial cell	CL:0000129	microglial cell
microglia	microglial cell	CL:0000129	microglial cell
neural stem and progenitor cell	neural stem and progenitor cell	CL:0011020	neural progenitor cell
neural stem and progenitor cell	neural stem and progenitor cell	CL:0011020	neural progenitor cell
stem cells	stem cell	CL:0000034	stem cell
Mast cells	mast cell	CL:0000097	mast cell
Mast cells	Mast cell	CL:0000097	mast cell
activated/degranulated peri-PLV mast cells	activated/degranulated peri-popliteal lymphatic vessel mast cell	CL:0000097	mast cell
activated/degranulated peri-PLV mast cells	activated/degranulated peri-PLV mast cell	CL:0000097	mast cell
intra-PLV mast cells	intra-popliteal lymphatic vessel mast cell	CL:0000097	mast cell
intra-PLV mast cells	intra-PLV mast cell	CL:0000097	mast cell
Olfactory sensory neuron	Olfactory sensory neuron	CL:0000207	olfactory receptor cell
Olfactory sensory neuron	Olfactory sensory neuron	CL:0000207	olfactory receptor cell
lung pericytes	lung pericyte	CL:0009089	lung pericyte
lung pericytes	lung pericyte	CL:0009089	lung pericyte
lung pericytes	pericyte	CL:0000669	pericyte
mesenchymal cells	lung mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cells	MC	NO MATCH found	
pericyte	pericyte	CL:0000669	pericyte
pericyte	pericyte	CL:0000669	pericyte
proliferating pericytes	proliferating pericyte	CL:0000669	pericyte
proliferating pericytes	proliferating pericyte	CL:0000669	pericyte
pulmonary pericytes	pulmonary pericyte	CL:0009089	lung pericyte
pulmonary pericytes	pulmonary pericyte	CL:0009089	lung pericyte
colon epithelial cells	non-polarized human colon epithelial (Caco-2) cell	CL:0011108	colon epithelial cell
colon epithelial cells	colon epithelial cell	CL:0011108	colon epithelial cell
fibroblast	murine fibroblast (L cell)	CL:0000057	fibroblast
fibroblast	fibroblast	CL:0000057	fibroblast
CD8 T cells	CD8 T cell	CL:0000625	CD8-positive, alpha-beta T cell
Eosinophils	eosinophil	CL:0000771	eosinophil
M0 Macrophages	M0 macrophage	CL:0000235	macrophage
M1 Macrophages	M1 macrophage	CL:0000863	inflammatory macrophage
M2 Macrophages	M2 macrophage	CL:0000890	alternatively activated macrophage
Monocytes	Monocyte	CL:0000576	monocyte
Neutrophils	Neutrophil	CL:0000775	neutrophil
Plasma cells	Plasma cell	CL:0000786	plasma cell
T cells regulatory	T cell regulatory	CL:0000815	regulatory T cell
Tregs	T cell regulatory	CL:0000815	regulatory T cell
Tregs	Treg	CL:0000815	regulatory T cell
gamma delta T cells	gamma delta T cell	CL:0000798	gamma-delta T cell
memory B cells	memory B cell	CL:0000787	memory B cell
naive B cells	naive B cell	CL:0000788	naive B cell
naive CD4 T cells	naive CD4 T cell	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell
B and T cells	B cell and T cell	CL:0000542	lymphocyte
B and T cells	B and T cell	CL:0000542	lymphocyte
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
DC cells	dendritic cell	CL:0000451	dendritic cell
DC cells	DC cell	CL:0000451	dendritic cell
ILC cells	ILC cell	CL:0001065	innate lymphoid cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
ciliated and secretory/goblet cells	ciliated and secretory/goblet cell	CL:0000066	epithelial cell
ciliated and secretory/goblet cells	ciliated and secretory/goblet cell	CL:0000066	epithelial cell
cells of the sensory epithelium	cell of the sensory epithelium	CL:0000098	sensory epithelial cell
cochlear cells	cochlear cell	CL:0002491	auditory epithelial cell
FRCs	Fibroblastic reticular cell	CL:0009101	fibroblastic reticular cell
FRCs	FRC	CL:0009101	fibroblastic reticular cell
Betz cell	Betz cell of the primary motor cortex	CL:0008049	Betz cell
Betz cell	Betz cell	CL:0008049	Betz cell
Betz cells	Betz cell of the primary motor cortex	CL:0008049	Betz cell
Betz cells	Betz cell	CL:0008049	Betz cell
adrenergic neuron	adrenergic neuron	CL:0000109	adrenergic neuron
alpha-motoneurons	α‑motoneuron	CL:0008038	alpha motor neuron
alpha-motoneurons	alpha-motoneuron	CL:0008038	alpha motor neuron
anterior horn cells	anterior horn cell	CL:2000048	anterior horn motor neuron
catecholaminergic neuron	catecholaminergic neuron	CL:4033050	catecholaminergic neuron
cortical neurons	cortical neuron	CL:0010012	cerebral cortex neuron
gigantopyramidal neurons	gigantopyramidal neuron of the primary motor cortex	CL:0008049	Betz cell
gigantopyramidal neurons	gigantopyramidal neuron	CL:0008049	Betz cell
neuronal	neuronal	CL:0000540	neuron
spinal cord interneurons	spinal cord interneuron	CL:0005000	spinal cord interneuron
spinal cord neuron	spinal cord neuron	CL:0000540	neuron
spinal cord neurons	spinal cord neuron	CL:0000540	neuron
EPCs	Epithelial Cell	CL:0000066	epithelial cell
EPCs	EPC	CL:0002619	adult endothelial progenitor cell
Myofibroblasts	Myofibroblast	CL:0000186	myofibroblast cell
Myofibroblasts	Myofibroblast	CL:0000186	myofibroblast cell
leukocyte	leukocyte	CL:0000738	leukocyte
oocyte	bovine oocyte	CL:0000023	oocyte
oocyte	oocyte	CL:0000023	oocyte
Cyt	Cytotoxic	CL:0000910	cytotoxic T cell
Cyt	Cyt	CL:0000910	cytotoxic T cell
Cytotoxic	Cytotoxic	CL:0000910	cytotoxic T cell
Cytotoxic	Cytotoxic	CL:0000910	cytotoxic T cell
DC	Dendritic Cell	CL:0000451	dendritic cell
DC	DC	CL:0000451	dendritic cell
DP	Double Positive	CL:0000809	double-positive, alpha-beta thymocyte
DP	DP	CL:0000809	double-positive, alpha-beta thymocyte
Dendritic Cell	Dendritic Cell	CL:0000451	dendritic cell
Dendritic Cell	Dendritic Cell	CL:0000451	dendritic cell
Double Positive	Double Positive	CL:0000809	double-positive, alpha-beta thymocyte
Double Positive	Double Positive	CL:0000809	double-positive, alpha-beta thymocyte
ILC	Innate Lymphoid Cell	CL:0001065	innate lymphoid cell
ILC	ILC	CL:0001065	innate lymphoid cell
Innate Lymphoid Cell	Innate Lymphoid Cell	CL:0001065	innate lymphoid cell
Innate Lymphoid Cell	Innate Lymphoid Cell	CL:0001065	innate lymphoid cell
NK	Natural Killer	CL:0000623	natural killer cell
NK	NK	CL:0000623	natural killer cell
NK and T -cell	Natural Killer and T-cell	CL:0000542	lymphocyte
NK and T -cell	NK and T -cell	CL:0000542	lymphocyte
